handelbezeichnungen;0;0;1;0
relais stecker 2 kabel;0;0;1;0
mod edit;0;0;1;0
zusatz;0;1;4;0
mechanischen seite;0;0;1;0
muhlu;0;0;1;0
spannungskonstanter;0;0;1;0
weekend;0;0;1;0
ne passende nuss;0;0;1;0
rückwärtsgang;1;0;2;1
nacht;1;1;3;1
... pickerl plakete;0;0;1;0
frankreich;1;1;1;0
kurze frage;0;1;2;0
rückschlagventil;1;0;1;1
2 liter motor;0;0;1;0
untere lenkradverkleidung;0;0;2;0
aussentemp;0;0;1;0
verkabelung;1;0;10;1
inseraten;0;0;2;0
lo;0;0;2;0
nachbarschaft;0;1;1;0
ender;0;0;4;0
ggf.nicht;0;0;1;0
ben;0;0;5;0
kram;0;1;1;0
tief;0;0;1;0
einschlagen;1;1;1;0
kfz-steuer;0;0;1;1
scheiss;0;0;1;0
aktuellen listen;0;0;1;0
ne flex;0;0;1;0
brauchen;0;0;2;0
vorfacelift;0;0;1;0
kurbelwellensensor;1;0;6;1
heisses wasser;0;1;1;0
tafeln;0;0;1;0
erhaltungswürdigen;0;0;1;0
ffb-box;0;0;7;1
kühlerdemontage eingetrieben bekommst;0;0;1;0
steigen;0;0;1;0
innenbleche;0;0;1;0
teilenummer 443837220d;0;0;1;0
ruhen;0;1;8;0
lichtschalter;1;0;1;1
getriebeglocke;0;0;1;1
mikrokratzer;0;0;1;1
lg michi;0;0;1;0
signale;1;0;4;0
spezialforum;0;0;1;0
letzte gang;0;0;1;0
3a;0;0;1;0
alte benzin;0;0;1;0
100 grad;0;1;2;0
ne vernünftige einstellung;0;0;1;0
körpers;0;1;1;0
mitteltunnel;1;0;1;1
gruß micha;0;0;1;0
o----------------------------;0;0;1;0
roten abe-dokument;0;0;1;0
silikondichtmittel;0;0;2;1
tube;0;1;1;0
eintragung;1;1;3;1
festsatz;0;0;1;0
breiterer spur;0;0;1;0
hintergrund;1;1;3;1
familie;0;1;2;0
prüfstellen;0;0;2;1
empfohlenen elring dichtung;0;0;1;0
ok.danke;0;0;1;0
audi 90 2,3 typ;0;0;1;0
n frontkratzer;0;0;1;0
hauptsächlich mercedes;0;0;1;0
